Padrón de Mercaderías;;;;;;
;;;;;;
Fecha de Emision: 26/11/2025 Hora: 10:16;;;;;;
Estados: Activa;;;;;;
Incluyendo Mercaderías sin Fabricante;;;;;;
;;;;;;
Código;Código de Barras;Nombre;Unidad Base;Fabricante;Marca;Tipo Producto
NS 361823VE;6935972850053VE;COMEDERO + BEBEDERO MELAMINA VERDE - NS 361823VE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372103;;COMEDERO AJUSTABLE BLACK PUPPY BAMBÚ Y CERÁMICA 19X16X15 CM - NS 372103;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372104;2354678372104;COMEDERO AJUSTABLE DOBLE BLACK PUPPY BAMBÚ Y CERÁMICA 35X16X16 CM - NS 372104;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372105;2354678372105;COMEDERO DOBLE BLACK PUPPY BAMBÚ Y CERÁMICA 38X17X19 CM - NS 372105;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372106;8715233214002;ALFOMBRA GATO CAT CUERDA 43 CM GRIS - NS 372106;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372107;6963257721071;ALFOMBRA GATO CAT CUERDA 43 CM CARAMEL - NS 372107;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372111;6963257721118;CAMA TEJIDA + ALMOHADON 45 CM - NS 372111;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372116BE;6963257721163;CAMA CESTO GATO 35X13 CM BEIGE - NS 372116BE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372117BE;;CAMA CESTO GATO 48X13 CM BEIGE - NS 372117BE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372122;6963257721224;CAMA CESTO GATO CAT BROWN 38X14 CM - NS 372122;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372123;6963257721231;CAMA CESTO GATO CAT BROWN 48X15 CM - NS 372123 (X);;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372124AM;2023122400013AM;COMEDERO DOBLE CERÁMICA 37X20 XM AMARILLO - NS 372124AM;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372124BL;2023122400013BL;COMEDERO DOBLE CERÁMICA 37X20 XM BLANCO - NS 372124BL;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372124GR;2023122400013GR;COMEDERO DOBLE CERÁMICA 37X20 XM GRIS - NS 372124GR;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372125AM;2023122400020AM;COMEDERO CERÁMICA 20X20 CM AMARILLO - NS 372125AM;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372125BL;2023122400020BL;COMEDERO CERÁMICA 20X20 CM BLANCO - NS 372125BL;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372125GR;2023122400020GR;COMEDERO CERÁMICA 20X20 CM GRIS - NS 372125GR;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372131;2354678372131;CAMA BLACK PUPPY CASITA REMOVIBLE 40X42X35 CM - NS 372131;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372132;2354678372132;CAMA BLACK PUPPY REMOVIBLE BOUCLE 36X38X34 CM BEIGE - NS 372132;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372135;2354678372135;CAMA BLACK PUPPY FUTON 70X50X20 CM - NS 372135;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372136;2354678372136;CAMA BLACK PUPPY FUTON 90X70X20 CM - NS 372136;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372137BE;5890459045012;COMEDERO/BEBEDERO PORTÁTIL 13X13X6 CM BEIGE - NS 372137BE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 372137VE;;COMEDERO/BEBEDERO PORTÁTIL 13X13X6 CM VERDE - NS 372137VE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379736;6940356140965;RASCADOR GATO CAMBIA FORMAS CON PELOTA - NS 379736;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379744;9168682040545;JUGUETE INTERACTIVO GATO CON RESORTE Y BURBUJA DISPENSADORA - NS 379705;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379748;5890459045104;CAMA CON RASCADOR CASITA DE MADERA 33X44X33,5 CM - NS 379748;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379749;5890443797491;CAMA CON RASCADOR CASITA DE MADERA 44X32X31 CM - NS 379749;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379750;.5890443797507;CAMA CON RASCADOR SOFA 60X20 CM - NS 379750;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379751;5890443797514;CAMA CON RASCADOR CASA DE MADERA TRIANGULAR 45X45X28 CM - NS 379751;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 379753;8911850030685;POSTE RASCADOR GATO DE MADERA PARA PARED 20X18X60 CM - NS 379753;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398929;2354678372550;CAMA BLACK PUPPY CUADRRILLÉ FUTÓN C/ALMOHADA POMM 90X70X8 CM GRIS - NS 398929;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398930;;CAMA BLACK PUPPY CUADRRILLÉ FUTÓN C/ALMOHADA POMM 60X45X8 CM BEIGE - NS 398930;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398936;2354678372557;CAMA BLACK PUPPY CASITA CON ABERTURA  39X36X30 CM GRIS/BLANCO - NS 398936;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398938;.2354678372559;CAMA SUAVE RELAJANTE ANTIESTRÉS GRIS 60X54X23 CM - NS 398938;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398939;.2354678372560;CAMA SUAVE RELAJANTE ANTIESTRÉS BEIGE 40X20 CM - NS 398939;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398941;;CAMA BLACK PUPPY OVALADA 60X50 CM GRIS - NS 398941;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398946;;RASCADOR GATO TREPADOR C/CASITA 64X41X87 CM MARRÓN/BEIGE - NS 398946;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398947;;POSTE RASCADOR GATO MADERA Y FIBRA DE SISAL 30X30X51 CM - NS 398947;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398956;;RASCADOR GATO OVALADO 56X24X17 CM - NS 398956;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398958GR;.6967043989584;COMEDERO CERÁMICA Y BAMBÚ 16X16 CM GRIS - NS 398958GR;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398959VE;.6967043989591;COMEDERO CERÁMICA Y BAMBÚ 16X16 CM VERDE - NS 398959VE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398961VE;;COMEDERO DOBLE CERÁMICA Y BAMBÚ 28 CM VERDE - NS 398961VE;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS 398962GR;;COMEDERO DOBLE CERÁMICA Y BAMBÚ 28 CM GRIS - NS 398962GR;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS379752;;RASCADOR GATO BASE DE MADERA WALL 40X25X60 CM - NS 379752;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
NS398954;.6931023989543;RASCADOR GATO DE CARTÓN 43X21X3.5 CM - NS 398954;;CARGOBOX;BLACKPUPPY;Mercadería / Simple
OB274N;;OBSEQUIO - PAÑALES NEW GOOD - GOOD PAD 7 UN - 60 X 60 CM;;ENTRE RIOS PAÑALES;NEW GOOD;Mercadería / Simple
OB5;;OBSEQUIO - SET PARRILLERO ASTRO;;SUPRA;ASTRO;Mercadería / Simple
OBS07;;OBSEQUIO - GORRO MANIZAL;;MANIZAL;SPECIAL DOG;Mercadería / Simple
OBS1;OBS1;OBSEQUIO - JUGUETE PELOTA PERRO;;OBSEQUIO;OBSEQUIO;Mercadería / Simple
OBS1003;;OBSEQUIO - VASO MEDIDOR EQUILIBRIO;;SADENIR;EQUILIBRIO;Mercadería / Simple
OBS1006;;OBSEQUIO - NEO CLEAN AGLOMERANTE 8.3 KG;;USA PET;NEO CLEAN;Mercadería / Simple
OBS1007;;OBSEQUIO - TOW PERRO 2 KG;;USA PET;TOW;Mercadería / Simple
OBS1008;;OBSEQUIO - STICK MONGE GIFT PERRO 45 GR;;USA PET;MONGE GIFT;Mercadería / Simple
OBS1009;;OBSEQUIO - PATÉ MONGE GATO BWILD 100 GR;;USA PET;MONGE;Mercadería / Simple
OBS11;;OBSEQUIO - CAMA THREECATS;;DISTRICO;THREE CATS;Mercadería / Simple
OBS1260;;OBSEQUIO - PELOTA NATURALIS;;SADENIR;NATURALIS;Mercadería / Simple
OBS13;;OBSEQUIO - PELOTA GOMA MACIZA RAVAL N3;;SUPRA;RAVAL;Mercadería / Simple
OBS14;;OBSEQUIO - ARENA 4 PETS 8 KG;;DISTRICO;4PETS;Mercadería / Simple
OBS15;;OBSEQUIO - CONTENEDOR SPECIAL DOG 18 L;;MANIZAL;SPECIAL DOG;Mercadería / Simple
OBS2;OBS2;OBSEQUIO - COMEDERO GRANDE RAVAL;;RAVAL;RAVAL;Mercadería / Simple
OBS20;;OBSEQUIO - COMEDERO GATO FORMULA NATURAL;;PET CARE;FNATURAL;Mercadería / Simple
OBS22;.obs22;OBSEQUIO - PELOTA GOMA FROST;;SUPRA;FROST;Mercadería / Simple
OBS23;.obs23;OBSEQUIO - HUESO COMESTIBLE MEDIANO RAVAL;;SUPRA;RAVAL;Mercadería / Simple
OBS25;;OBSEQUIO - ASTRO PERRO SENIOR 900 GR;;SUPRA;ASTRO;Mercadería / Simple
OBS2505;BISC2;OBSEQUIO - SNACK BISCROK PEDIGREE - 500 G;;BELSIR;PEDIGREE;Mercadería / Simple
OBS26;;OBSEQUIO - ASTRO PERRO AD PEQ 900 GR;;SUPRA;ASTRO;Mercadería / Simple
OBS27;;OBSEQUIO - DIARIO GATO CACHORRO;;WINDIES;ROYAL CANIN;Mercadería / Simple
OBS28;;OBSEQUIO - MOCHILA ASTRO;;SUPRA;ASTRO;Mercadería / Simple
OBS29;;OBSEQUIO - RELOJ FERPLAST;;FERPLAST;FERPLAST;Mercadería / Simple
OBS30;;OBSEQUIO - LIMPIADOR LIQUIDO LYSOFORM PETS 420 ML;;FERPLAST;LYSOFORM;Mercadería / Simple
OBS4;OBS4;OBSEQUIO - JUGUETE GATO;;PET CARE;OBSEQUIO;Mercadería / Simple
OBS6801;;OBSEQUIO - SACHET OPTIMUM PERRO CACHORRO X12;;BELSIR;OPTIMUM ;Mercadería / Simple
OBS8;OBS8;OBSEQUIO - VARITA GATO;;RAVAL;RAVAL;Mercadería / Simple
OBSTD;;OBSEQUIO - CAMA THREE DOGS;;DISTRICO;THREE DOGS;Mercadería / Simple
OBSV11;;OBSEQUIO - VEGGIEDENT;;VIRBAC;VIRBAC;Mercadería / Simple
OPE12;;OBSEQUIO - SACHET ORIGENS PERRO AD CARNE Y CALABAZA 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE13;;OBSEQUIO - SACHET ORIGENS PERRO AD PEQ POLLO Y ZANAHORIA 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE14;;OBSEQUIO - SACHET ORIGENS PERRO CACHORRO CARNE, POLLO Y BONIATO 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE15;;OBSEQUIO - SACHET ORIGENS GATO ADULT/CACHORRO CARNE 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE16;;OBSEQUIO - SACHET ORIGENS GATO AD CASTRADO SALMON 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE17;;OBSEQUIO - SACHET ORIGENS GATO AD CASTRADO POLLO Y CARNE 85 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE18;7898363319876;SNACKS ORIGENS PERRO ADULTO POLLO + 7 GRANOS - 400 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPE19;7898363319883;SNACKS ORIGENS PERRO ADULTO POLLO + 7 GRANOS - 700 GRAMOS;;PET CARE;ORIGENS;Mercadería / Simple
OPP119;;OBSEQUIO - JUGUETE GATO MIMO POSH FUN X1;;DISTRICOMP;MIMO;Mercadería / Simple
OPP224;;OBSEQUIO - JUGUETE GATO MIMO ESPIRAL;;DISTRICOMP;MIMO;Mercadería / Simple
OTRO;;OTRO;;;;Cuenta Operativa / Gastos Varios
OTRO S/I;;OTRO S/I;;;;Cuenta Operativa / Otras Cuentas
PA 4005;8010690107752;PA 4005 RASCADOR FERPLAST RATÓN *discontinuado*;;FERPLAST;FERPLAST;Mercadería / Simple
PA 4026;8010690107080;PA 4026 RASCADOR FERPLAST DUPLEX *discontinuado*;;FERPLAST;FERPLAST;Mercadería / Simple
PA 4998;8010690112725;PA 4998 VARITA FERPLAST 40 CM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5004;8010690067056;PA 5004 JUGUETE GATO FERPLAST SET X2 RATONES;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5006;8010690067063;PA 5006 JUGUETE GATO FERPLAST RATON A CUERDA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5007;8010690088808;PA 5007 JUGUETE GATO FERPLAST RATON PELUCHE;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5017;8010690079592;PA 5017 JUGUETE GATO FERPLAST GIOCHINI MISTI;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5024;8010690088839;PA 5024 JUGUETE GATO FERPLAST PEZ C/CUERDA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5025;8010690112763;PA 5025 JUGUETE GATO FERPLAST ANIMALES C/CUERDA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5026;8010690112503;PA 5026 JUGUETE FERPLAST GATO BICHOS FELPA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5028 CH;8010690156095CH;PA 5028 JUGUETE GATO FERPLAST CHANCHO C/HIERBA GATERA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5028 PA;8010690156095PA;PA 5028 JUGUETE GATO FERPLAST PATO C/HIERBA GATERA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5414;8010690144177;PA 5414 JUGUETE GATO FERPLAST 2 RATONES HILO Y PLUMAS;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5505;8010690078984;PA 5505 BOTELLA VIAJERA FERPLAST S 0.25 L;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5507;8010690078991;PA 5507 BOTELLA VIAJERA FERPLAST L 0.55 L;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5508;8010690112602;PA 5508 BOTELLA VIAJERA FERPLAST XL 0.75 L;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5534 CE;8010690059075CE;PA 5534 DISCO GOMA NATURAL FERPLAST CELESTE;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5534 RO;8010690059075RO;PA 5534 DISCO GOMA NATURAL FERPLAST ROJO;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5534 VI;8010690059075VI;PA 5534 DISCO GOMA NATURAL FERPLAST VIOLETA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5548;8010690088532;PA 5548 MORDEDOR FERPLAST FRUTAS Y VERDURAS;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5602;8010690040912;PA 5602 JUGUETE GATO FERPLAST SISAL S;;FERPLAST;FERPLAST;Mercadería / Simple
PA 5604;8010690112381;PA 5604 JUGUETE GATO FERPLAST SISAL;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6095;8010690178394;PA 6095 FRISBEE FERPLAST 16 CM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6097;8010690178400;PA 6097 FRISBEE FERPLAST 21 CM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6405;8010690144313;PA 6405 TUBO FERPLAST TPR M VERDE (X);;FERPLAST;FERPLAST;Mercadería / Simple
PA 6411;8010690144351;PA 6411 PELOTA FERPLAST TPR M NARANJA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6412;8010690144368;PA 6412 PELOTA FERPLAST TPR L VERDE;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6414;8010690144375;PA 6414 PELOTA FERPLAST PUNTAS S VERDE;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6415;8010690144382;PA 6415 PELOTA FERPLAST PUNTAS M NARANJA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6420 VE;8010690115276VE;PA 6420 JUGUETE FERPLAST CUERDA Y GOMA VERDE;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6420 VI;8010690115276VI;PA 6420 JUGUETE FERPLAST CUERDA Y GOMA VIOLETA;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6520;8010690029436;PA 6520 CUERDA TRENZADA FERPLAST MULTICOLOR 2 NUDOS;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6521;8010690113050;PA 6521 CUERDA TRENZADA FERPLAST CAMUFLADA S;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6522;8010690029443;PA 6522 CUERDA TRENZADA FERPLAST MULTICOLOR 3 NUDOS;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6523;8010690113067;PA 6523 CUERDA TRENZADA FERPLAST CAMUFLADA MEDIUM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6524;8010690029450;PA 6524 CUERDA TRENZADA FERPLAST MULTICOLOR 4 NUDOS;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6525;8010690088563;PA 6525 PELOTA FERPLAST TRENZADA VERDE M 8 CM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6527;8010690088570;PA 6527 PELOTA FERPLAST TRENZADA VERDE L 10 CM;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6556 CHA;8010690162386CHA;PA 6556 JUGUETE FERPLAST VINYL CHANCHO;;FERPLAST;FERPLAST;Mercadería / Simple
PA 6556 PE;8010690162386PE;PA 6556 JUGUETE FERPLAST VINYL PERRO;;FERPLAST;FERPLAST;Mercadería / Simple
PAGO;;DESCUENTO PRONTO PAGO;;;;Cuenta Operativa / Descuentos Obtenidos
PAPELERÍA;;GASTOS PAPELERÍA;;;;Cuenta Operativa / Gastos Varios
PAPELERIA PCO;;GASTOS PAPELERIA POCITOS;;;;Cuenta Operativa / Gastos Varios
PARASOLES;;PARASOLES;;;;Cuenta Operativa / Gastos Varios
PASEO;;DESCUENTO PASEO DEL ESTE;;SUCAN;;Mercadería / Simple
PC120;PC120;BOLSITAS CHONGJIA PET - LAVANDA X120;;PET CARE;CHONGJIA;Mercadería / Simple
PC15;PC15;BOLSITAS CHONGJIA PET - LAVANDA X15;;PET CARE;CHONGJIA;Mercadería / Simple
PCB120034B;7898938047296;CIBAU SENIOR MEDIUM MAXI 12 KG;;FARMINA;CIBAU ;Mercadería / Simple
PCB150021B;7898938047135;CIBAU PUPPY MEDIUM 15 KG;;FARMINA;CIBAU ;Mercadería / Simple
PCB150022B;7898938047906;CIBAU PUPPY MAXI 15 KG;;FARMINA;CIBAU ;Mercadería / Simple
PCB150032B;7898938047166;CIBAU ADULT MEDIUM 15 KG;;FARMINA;CIBAU ;Mercadería / Simple
PCB150033B;7898938047173;CIBAU ADULT MAXI 15 KG;;FARMINA;CIBAU ;Mercadería / Simple
PDE;;MANTENIMIENTO PDE;;;;Cuenta Operativa / Gastos Varios
PE1;PE1;GRATIS - PEDIGREE CACHORRO 3 KG (F);;BELSIR;PEDIGREE;Mercadería / Simple
Peit-BlueOran-G;7898647574731;ARNES H ZOOZ PETS SNOOPY (G) AZUL/NARANJA;;ZOOZ PETS;ZOOZ;Mercadería / Simple
Peit-BlueOran-M;7898647574748;ARNES H ZOOZ PETS SNOOPY (M) AZUL/NARANJA;;ZOOZ PETS;ZOOZ;Mercadería / Simple
Peit-BlueOran-P;7898647574755;ARNES H ZOOZ PETS SNOOPY (P) AZUL/NARANJA;;ZOOZ PETS;ZOOZ;Mercadería / Simple
Peit-BlueOran-PP;7898647574762;ARNES H ZOOZ PETS SNOOPY (PP) AZUL/NARANJA;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnBlack-G;7898647575684;ARNES H ZOOZ PETS SNOOPY (G) NEGRO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnBlack-M;7898647575677;ARNES H ZOOZ PETS SNOOPY (M) NEGRO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnBlack-P;7898647575660;ARNES H ZOOZ PETS SNOOPY (P) NEGRO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnBlack-PP;7898647575653;ARNES H ZOOZ PETS SNOOPY (PP) NEGRO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnYellow-G;7898647575790;ARNES H ZOOZ PETS SNOOPY (G) AMARILLO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnYellow-M;7898647575783;ARNES H ZOOZ PETS SNOOPY (M) AMARILLO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnYellow-P;7898647575776;ARNES H ZOOZ PETS SNOOPY (P) AMARILLO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PeitNeo.H-SnYellow-PP;7898647575769;ARNES H ZOOZ PETS SNOOPY (PP) AMARILLO;;ZOOZ PETS;ZOOZ;Mercadería / Simple
PET003 AZ;PET003 AZ;PORTA BOLSAS CAPSULA HUESO 15 BOLSAS - AZUL;;PET CARE;PET CARE;Mercadería / Simple
PET003 RO;PET003 RO;PORTA BOLSAS CAPSULA HUESO 15 BOLSAS - ROSADO;;PET CARE;PET CARE;Mercadería / Simple
PET003NA;PET003NA;PORTA BOLSAS CAPSULA HUESO 15 BOLSAS - NARANJA;;PET CARE;PET CARE;Mercadería / Simple
PET003NE;PET003NE;PORTA BOLSAS CAPSULA HUESO 15 BOLSAS - NEGRO;;PET CARE;PET CARE;Mercadería / Simple
PET003VI;PET003VI;PORTA BOLSAS CAPSULA HUESO 15 BOLSAS - VIOLETA;;PET CARE;PET CARE;Mercadería / Simple
PETFREE1;PETFREE1;RACK PARA GATOS - PET FREE;;SUCAN;SUCAN;Mercadería / Simple
PETGRASSMED;PETGRASSMED;PET GRASS MEDIANO - 65x45x9cm;;PET GRASS;PETGRASS;Mercadería / Simple
PEYA;PEYA;VOUCHER PEDIDOS YA;;SUCAN;SUCAN;Mercadería / Simple
PI-BALOO2XLAZU;PI-BALOO2XLAZU;SWEATER BALOO PICARDIA 2XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BALOO2XLROJ;PI-BALOO2XLROJ;SWEATER BALOO PICARDIA 2XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BALOO3XLAZU;PI-BALOO3XLAZU;SWEATER BALOO PICARDIA 3XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BALOO3XLROJ;PI-BALOO3XLROJ;SWEATER BALOO PICARDIA 3XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BALOOXLAZU;PI-BALOOXLAZU;SWEATER BALOO PICARDIA XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BALOOXLROJ;PI-BALOOXLROJ;SWEATER BALOO PICARDIA XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO3XLAZU;PI-BETHO3XLAZU;CAPA BETHOVEN PICARDIA 3XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO3XLROJ;PI-BETHO3XLROJ;CAPA BETHOVEN PICARDIA 3XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO4XLAZU;PI-BETHO4XLAZU;CAPA BETHOVEN PICARDIA 4XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO4XLROJ;PI-BETHO4XLROJ;CAPA BETHOVEN PICARDIA 4XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO5XLAZU;PI-BETHO5XLAZU;CAPA BETHOVEN PICARDIA 5XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO5XLROJ;PI-BETHO5XLROJ;CAPA BETHOVEN PICARDIA 5XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO6XLAZU;PI-BETHO6XLAZU;CAPA BETHOVEN PICARDIA 6XL - AZUL;;PICARDIA;PICARDIA;Mercadería / Simple
PI-BETHO6XLROJ;PI-BETHO6XLROJ;CAPA BETHOVEN PICARDIA 6XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOAM3XL;PI-COCOAM3XL;CHALECO COCO PICARDIA 3XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOAM4XL;PI-COCOAM4XL;CHALECO COCO PICARDIA 4XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOAM5XL;PI-COCOAM5XL;CHALECO COCO PICARDIA 5XL - AMARILLO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOCE3XL;PI-COCOCE3XL;CHALECO COCO PICARDIA 3XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOCE4XL;PI-COCOCE4XL;CHALECO COCO PICARDIA 4XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOCE5XL;PI-COCOCE5XL;CHALECO COCO PICARDIA 5XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCORO3XL;PI-COCORO3XL;CHALECO COCO PICARDIA 3XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCORO4XL;PI-COCORO4XL;CHALECO COCO PICARDIA 4XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCORO5XL;PI-COCORO5XL;CHALECO COCO PICARDIA 5XL - ROJO;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOROS3XL;PI-COCOROS3XL;CHALECO COCO PICARDIA 3XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOROS4XL;PI-COCOROS4XL;CHALECO COCO PICARDIA 4XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-COCOROS5XL;PI-COCOROS5XL;CHALECO COCO PICARDIA 5XL - ROSA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX2XLCEL;PI-DEX2XLCEL;CAPA DEXTER PICARDIA 2XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX2XLGRI;PI-DEX2XLGRI;CAPA DEXTER PICARDIA 2XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX2XLLET;PI-DEX2XLLET;CAPA DEXTER PICARDIA 2XL - LETRAS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX2XLNAR;PI-DEX2XLNAR;CAPA DEXTER PICARDIA 2XL - NARANJA;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX3XLCEL;PI-DEX3XLCEL;CAPA DEXTER PICARDIA 3XL - CELESTE;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX3XLGRI;PI-DEX3XLGRI;CAPA DEXTER PICARDIA 3XL - GRIS;;PICARDIA;PICARDIA;Mercadería / Simple
PI-DEX3XLLET;PI-DEX3XLLET;CAPA DEXTER PICARDIA 3XL - LETRAS;;PICARDIA;PICARDIA;Mercadería / Simple
